execute_mape,123535.0
execute_mape,114868.0
execute_mape,125488.0
execute_mape,114258.0
execute_mape,117797.0
execute_mape,161865.0
execute_mape,160278.0
execute_mape,154784.0
execute_mape,115478.0
execute_mape,106811.0
execute_mape,186035.0
execute_mape,108887.0
execute_mape,308532.0
execute_mape,51148.0
execute_mape,125854.0
execute_mape,119933.0
execute_mape,133484.0
execute_mape,280883.0
execute_mape,128722.0
execute_mape,109924.0
execute_mape,116943.0
execute_mape,121948.0
execute_mape,129334.0
execute_mape,61767.0
execute_mape,142151.0
execute_mape,121826.0
execute_mape,196044.0
execute_mape,187134.0
execute_mape,139831.0
execute_mape,65124.0
execute_mape,354308.0
execute_mape,145629.0
execute_mape,146240.0
execute_mape,115967.0
execute_mape,140197.0
execute_mape,145019.0
execute_mape,173950.0
execute_mape,141235.0
execute_mape,124633.0
execute_mape,139465.0
execute_mape,136414.0
execute_mape,149353.0
execute_mape,114502.0
execute_mape,124572.0
execute_mape,334777.0
execute_mape,152099.0
execute_mape,161315.0
execute_mape,126099.0
execute_mape,123962.0
execute_mape,151794.0
execute_mape,156616.0
execute_mape,176269.0
execute_mape,172363.0
execute_mape,180602.0
execute_mape,173706.0
execute_mape,132263.0
execute_mape,167236.0
execute_mape,65063.0
